# object, x, y, z, voltage
0.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,-1.000000000000000000e+00,9.619987756013899383e-02
1.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,-1.000000000000000000e+00,6.636551022529600663e-02
2.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,-1.000000000000000000e+00,9.372314810752900571e-02
3.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,-1.000000000000000000e+00,1.042114868760100066e-01
0.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,9.254701435565899914e-02
1.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,6.501854211091999403e-02
2.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,8.888291567563999518e-02
3.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,1.059952154755599979e-01
0.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00,8.667067438363999787e-02
1.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00,6.207847967743899964e-02
2.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00,8.222695440053899574e-02
3.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00,1.035912558436399983e-01
0.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,2.000000000000000000e+00,8.205031603574799992e-02
1.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,2.000000000000000000e+00,6.012217700481400223e-02
2.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,2.000000000000000000e+00,7.730153203010599328e-02
3.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,2.000000000000000000e+00,1.010869815945600048e-01
0.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,3.000000000000000000e+00,7.569228857755699869e-02
1.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,3.000000000000000000e+00,5.671302229165999659e-02
2.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,3.000000000000000000e+00,7.097197324037600452e-02
3.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,3.000000000000000000e+00,9.481901675462700574e-02
0.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,4.000000000000000000e+00,6.854628771543500032e-02
1.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,4.000000000000000000e+00,5.244050547480599844e-02
2.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,4.000000000000000000e+00,6.420540064573300454e-02
3.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,4.000000000000000000e+00,8.639527112245599938e-02
0.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,5.000000000000000000e+00,6.167042627930600235e-02
1.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,5.000000000000000000e+00,4.809550195932400102e-02
2.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,5.000000000000000000e+00,5.783725157380099902e-02
3.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,5.000000000000000000e+00,7.771254330873500482e-02
0.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,6.000000000000000000e+00,5.501130968332299670e-02
1.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,6.000000000000000000e+00,4.367086663842199845e-02
2.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,6.000000000000000000e+00,5.172190815210300080e-02
3.000000000000000000e+00,-5.500000000000000000e+00,-3.000000000000000000e+00,6.000000000000000000e+00,6.907211244106299664e-02
0.000000000000000000e+00,-5.500000000000000000e+00,-2.000000000000000000e+00,-6.000000000000000000e+00,8.737527579069100103e-02
1.000000000000000000e+00,-5.500000000000000000e+00,-2.000000000000000000e+00,-6.000000000000000000e+00,6.338527053594600336e-02
2.000000000000000000e+00,-5.500000000000000000e+00,-2.000000000000000000e+00,-6.000000000000000000e+00,9.822345525026300594e-02
3.000000000000000000e+00,-5.500000000000000000e+00,-2.000000000000000000e+00,-6.000000000000000000e+00,7.595124095678300324e-02
0.000000000000000000e+00,-5.500000000000000000e+00,-2.000000000000000000e+00,-5.000000000000000000e+00,9.183953702449799972e-02
1.000000000000000000e+00,-5.500000000000000000e+00,-2.000000000000000000e+00,-5.000000000000000000e+00,6.536459922790499588e-02
2.000000000000000000e+00,-5.500000000000000000e+00,-2.000000000000000000e+00,-5.000000000000000000e+00,1.036825776100200047e-01
3.000000000000000000e+00,-5.500000000000000000e+00,-2.000000000000000000e+00,-5.000000000000000000e+00,8.294983208179500245e-02
0.000000000000000000e+00,-5.500000000000000000e+00,-2.000000000000000000e+00,-4.000000000000000000e+00,9.780974686145800512e-02
