# x,y,z,Ex,Ey,Ez
-9.750212499999999949e+00,3.242794400000000188e+00,-3.983811999999999909e+00,-6.660577700000000489e-02,2.368454299999999887e-02,-2.530930199999999880e-02
-9.250212499999999949e+00,3.242794400000000188e+00,-3.983811999999999909e+00,-7.129562600000000083e-02,2.705765099999999854e-02,-2.878504200000000027e-02
-8.750212499999999949e+00,3.242794400000000188e+00,-3.983811999999999909e+00,-7.633190600000000492e-02,3.090870800000000002e-02,-3.264418999999999654e-02
-8.250212499999999949e+00,3.242794400000000188e+00,-3.983811999999999909e+00,-8.173919500000000060e-02,3.538825400000000093e-02,-3.709240600000000138e-02
-7.750212499999999949e+00,3.242794400000000188e+00,-3.983811999999999909e+00,-8.751754500000000214e-02,4.059428699999999973e-02,-4.209845499999999990e-02
-7.250212499999999949e+00,3.242794400000000188e+00,-3.983811999999999909e+00,-9.369962699999999367e-02,4.678013500000000047e-02,-4.782761600000000335e-02
-6.750212499999999949e+00,3.242794400000000188e+00,-3.983811999999999909e+00,-1.005788400000000027e-01,5.400865500000000263e-02,-5.419020000000000087e-02
-6.250212499999999949e+00,3.242794400000000188e+00,-3.983811999999999909e+00,-1.075442699999999974e-01,6.236486499999999850e-02,-6.108970899999999898e-02
-5.750212499999999949e+00,3.242794400000000188e+00,-3.983811999999999909e+00,-1.155974000000000029e-01,7.268354300000000323e-02,-6.848898500000000222e-02
-5.250212499999999949e+00,3.242794400000000188e+00,-3.983811999999999909e+00,-1.248707200000000045e-01,8.523438099999999795e-02,-7.596364599999999578e-02
-4.750212499999999949e+00,3.242794400000000188e+00,-3.983811999999999909e+00,-1.375832899999999970e-01,1.014038300000000004e-01,-8.231950600000000062e-02
-4.250212499999999949e+00,3.242794400000000188e+00,-3.983811999999999909e+00,-1.544406100000000059e-01,1.253787899999999900e-01,-8.530233800000000532e-02
-3.750212499999999949e+00,3.242794400000000188e+00,-3.983811999999999909e+00,-1.745475499999999958e-01,1.666056200000000098e-01,-7.749316100000000485e-02
-3.250212499999999949e+00,3.242794400000000188e+00,-3.983811999999999909e+00,-1.746454699999999971e-01,2.424947899999999879e-01,-5.451665099999999931e-02
-2.750212499999999949e+00,3.242794400000000188e+00,-3.983811999999999909e+00,-9.232924900000000212e-02,3.229367399999999999e-01,-6.201349200000000339e-02
-2.250212499999999949e+00,3.242794400000000188e+00,-3.983811999999999909e+00,-2.118265999999999899e-02,3.008356400000000153e-01,-1.092011900000000035e-01
-1.750212499999999949e+00,3.242794400000000188e+00,-3.983811999999999909e+00,6.024264300000000197e-03,2.512413299999999849e-01,-1.436967700000000014e-01
-1.250212499999999949e+00,3.242794400000000188e+00,-3.983811999999999909e+00,9.102751500000000676e-03,2.234524499999999969e-01,-1.519410599999999889e-01
-7.502124999999999488e-01,3.242794400000000188e+00,-3.983811999999999909e+00,1.432468299999999951e-02,2.094909699999999986e-01,-1.541310800000000036e-01
-2.502125000000000044e-01,3.242794400000000188e+00,-3.983811999999999909e+00,2.181835500000000108e-02,2.007694499999999882e-01,-1.529467999999999939e-01
2.497874999999999956e-01,3.242794400000000188e+00,-3.983811999999999909e+00,3.010041299999999947e-02,1.931241900000000011e-01,-1.505511099999999880e-01
7.497875000000000512e-01,3.242794400000000188e+00,-3.983811999999999909e+00,3.654341800000000112e-02,1.856814599999999926e-01,-1.472096900000000042e-01
1.249787500000000051e+00,3.242794400000000188e+00,-3.983811999999999909e+00,3.905030699999999938e-02,1.803520799999999980e-01,-1.432929599999999970e-01
1.749787500000000051e+00,3.242794400000000188e+00,-3.983811999999999909e+00,3.643959000000000087e-02,1.809067000000000036e-01,-1.381589900000000093e-01
2.249787500000000051e+00,3.242794400000000188e+00,-3.983811999999999909e+00,3.072653499999999926e-02,1.935850100000000018e-01,-1.301396499999999956e-01
2.749787500000000051e+00,3.242794400000000188e+00,-3.983811999999999909e+00,2.982252499999999903e-02,2.259368399999999999e-01,-1.125628500000000060e-01
3.249787500000000051e+00,3.242794400000000188e+00,-3.983811999999999909e+00,7.052046100000000650e-02,2.694894700000000087e-01,-6.573855900000000196e-02
3.749787500000000051e+00,3.242794400000000188e+00,-3.983811999999999909e+00,1.530850400000000056e-01,2.300392800000000126e-01,-3.461467800000000289e-02
4.249787500000000051e+00,3.242794400000000188e+00,-3.983811999999999909e+00,1.706367099999999970e-01,1.549287299999999867e-01,-5.272180600000000300e-02
4.749787500000000051e+00,3.242794400000000188e+00,-3.983811999999999909e+00,1.515080500000000052e-01,1.077794200000000008e-01,-6.608136000000000565e-02
5.249787500000000051e+00,3.242794400000000188e+00,-3.983811999999999909e+00,1.311809899999999973e-01,8.394157900000000228e-02,-6.606471499999999608e-02
5.749787500000000051e+00,3.242794400000000188e+00,-3.983811999999999909e+00,1.170719699999999974e-01,6.883390200000000236e-02,-6.204045600000000077e-02
6.249787500000000051e+00,3.242794400000000188e+00,-3.983811999999999909e+00,1.061997300000000061e-01,5.838455599999999718e-02,-5.628937900000000050e-02
6.749787500000000051e+00,3.242794400000000188e+00,-3.983811999999999909e+00,9.771022199999999935e-02,5.008941499999999825e-02,-5.041731900000000210e-02
7.249787500000000051e+00,3.242794400000000188e+00,-3.983811999999999909e+00,9.064715399999999368e-02,4.348634199999999728e-02,-4.490720499999999865e-02
7.749787500000000051e+00,3.242794400000000188e+00,-3.983811999999999909e+00,8.408607499999999624e-02,3.783959900000000154e-02,-3.975039300000000192e-02
8.249787500000000051e+00,3.242794400000000188e+00,-3.983811999999999909e+00,7.836330699999999316e-02,3.315082899999999971e-02,-3.520233899999999916e-02
8.749787500000000051e+00,3.242794400000000188e+00,-3.983811999999999909e+00,7.316028300000000650e-02,2.904013399999999870e-02,-3.113901599999999853e-02
9.249787500000000051e+00,3.242794400000000188e+00,-3.983811999999999909e+00,6.826346399999999592e-02,2.550362999999999936e-02,-2.751689400000000008e-02
9.749787500000000051e+00,3.242794400000000188e+00,-3.983811999999999909e+00,6.380356800000000494e-02,2.240375199999999900e-02,-2.430369300000000121e-02
1.024978800000000057e+01,3.242794400000000188e+00,-3.983811999999999909e+00,5.974423100000000181e-02,1.974266800000000141e-02,-2.150548999999999863e-02
1.074978800000000057e+01,3.242794400000000188e+00,-3.983811999999999909e+00,5.594724000000000225e-02,1.742791000000000132e-02,-1.902643000000000043e-02
1.124978800000000057e+01,3.242794400000000188e+00,-3.983811999999999909e+00,5.259093599999999785e-02,1.538041100000000008e-02,-1.684599599999999850e-02
1.174978800000000057e+01,3.242794400000000188e+00,-3.983811999999999909e+00,4.937376799999999843e-02,1.355783600000000019e-02,-1.486511199999999977e-02
-1.175021199999999943e+01,3.742794400000000188e+00,-3.983811999999999909e+00,-4.942053899999999944e-02,1.576862100000000003e-02,-1.479272100000000000e-02
-1.125021199999999943e+01,3.742794400000000188e+00,-3.983811999999999909e+00,-5.257114799999999810e-02,1.791242100000000129e-02,-1.673346399999999998e-02
-1.075021199999999943e+01,3.742794400000000188e+00,-3.983811999999999909e+00,-5.592965700000000068e-02,2.027200900000000056e-02,-1.890670499999999934e-02
-1.025021199999999943e+01,3.742794400000000188e+00,-3.983811999999999909e+00,-5.953782099999999772e-02,2.294746199999999833e-02,-2.135698499999999847e-02
-9.750212499999999949e+00,3.742794400000000188e+00,-3.983811999999999909e+00,-6.341525900000000160e-02,2.603139499999999884e-02,-2.410435899999999881e-02
-9.250212499999999949e+00,3.742794400000000188e+00,-3.983811999999999909e+00,-6.759346300000000640e-02,2.960213500000000164e-02,-2.724110700000000052e-02
-8.750212499999999949e+00,3.742794400000000188e+00,-3.983811999999999909e+00,-7.205310500000000618e-02,3.367721700000000234e-02,-3.082945800000000056e-02
-8.250212499999999949e+00,3.742794400000000188e+00,-3.983811999999999909e+00,-7.675496499999999445e-02,3.836344900000000085e-02,-3.482576800000000000e-02
-7.750212499999999949e+00,3.742794400000000188e+00,-3.983811999999999909e+00,-8.170184499999999517e-02,4.377308900000000114e-02,-3.928887799999999930e-02
-7.250212499999999949e+00,3.742794400000000188e+00,-3.983811999999999909e+00,-8.692207899999999932e-02,5.019736699999999968e-02,-4.428594200000000175e-02
-6.750212499999999949e+00,3.742794400000000188e+00,-3.983811999999999909e+00,-9.231260400000000643e-02,5.751995000000000025e-02,-4.987864899999999713e-02
-6.250212499999999949e+00,3.742794400000000188e+00,-3.983811999999999909e+00,-9.810263700000000642e-02,6.633337599999999945e-02,-5.592393100000000311e-02
-5.750212499999999949e+00,3.742794400000000188e+00,-3.983811999999999909e+00,-1.041279999999999983e-01,7.690271699999999544e-02,-6.233078200000000124e-02
-5.250212499999999949e+00,3.742794400000000188e+00,-3.983811999999999909e+00,-1.105943900000000008e-01,8.968942600000000265e-02,-6.886290800000000045e-02
-4.750212499999999949e+00,3.742794400000000188e+00,-3.983811999999999909e+00,-1.177847999999999951e-01,1.060812500000000019e-01,-7.485452300000000614e-02
-4.250212499999999949e+00,3.742794400000000188e+00,-3.983811999999999909e+00,-1.253567600000000115e-01,1.297826900000000061e-01,-7.905162100000000247e-02
-3.750212499999999949e+00,3.742794400000000188e+00,-3.983811999999999909e+00,-1.271335199999999999e-01,1.611753700000000122e-01,-8.075880300000000400e-02
-3.250212499999999949e+00,3.742794400000000188e+00,-3.983811999999999909e+00,-1.139187700000000025e-01,2.001061000000000090e-01,-8.243808900000000606e-02
-2.750212499999999949e+00,3.742794400000000188e+00,-3.983811999999999909e+00,-7.725925699999999785e-02,2.285580200000000006e-01,-9.110026100000000182e-02
-2.250212499999999949e+00,3.742794400000000188e+00,-3.983811999999999909e+00,-4.263216999999999701e-02,2.286980700000000033e-01,-1.070863900000000035e-01
-1.750212499999999949e+00,3.742794400000000188e+00,-3.983811999999999909e+00,-1.962377100000000166e-02,2.170855399999999935e-01,-1.195801400000000014e-01
-1.250212499999999949e+00,3.742794400000000188e+00,-3.983811999999999909e+00,-5.474984199999999648e-03,2.040780299999999936e-01,-1.274355199999999966e-01
-7.502124999999999488e-01,3.742794400000000188e+00,-3.983811999999999909e+00,4.915892100000000299e-03,1.949986800000000076e-01,-1.303744900000000095e-01
-2.502125000000000044e-01,3.742794400000000188e+00,-3.983811999999999909e+00,1.449645299999999942e-02,1.880898799999999871e-01,-1.307673199999999925e-01
2.497874999999999956e-01,3.742794400000000188e+00,-3.983811999999999909e+00,2.347589300000000115e-02,1.821565900000000071e-01,-1.295162099999999927e-01
7.497875000000000512e-01,3.742794400000000188e+00,-3.983811999999999909e+00,3.109014200000000117e-02,1.765034900000000129e-01,-1.267020299999999933e-01
1.249787500000000051e+00,3.742794400000000188e+00,-3.983811999999999909e+00,3.663229900000000011e-02,1.729205699999999957e-01,-1.228052200000000066e-01
1.749787500000000051e+00,3.742794400000000188e+00,-3.983811999999999909e+00,4.023912899999999848e-02,1.727603699999999964e-01,-1.176872699999999966e-01
2.249787500000000051e+00,3.742794400000000188e+00,-3.983811999999999909e+00,4.456190799999999730e-02,1.771933900000000062e-01,-1.101871199999999995e-01
2.749787500000000051e+00,3.742794400000000188e+00,-3.983811999999999909e+00,5.525902299999999739e-02,1.862706500000000098e-01,-9.843744299999999947e-02
3.249787500000000051e+00,3.742794400000000188e+00,-3.983811999999999909e+00,7.621833699999999712e-02,1.926588700000000098e-01,-8.181486999999999787e-02
3.749787500000000051e+00,3.742794400000000188e+00,-3.983811999999999909e+00,1.067392399999999991e-01,1.760768900000000137e-01,-6.891760199999999448e-02
4.249787500000000051e+00,3.742794400000000188e+00,-3.983811999999999909e+00,1.227881499999999987e-01,1.415047899999999914e-01,-6.597654499999999755e-02
4.749787500000000051e+00,3.742794400000000188e+00,-3.983811999999999909e+00,1.214823399999999942e-01,1.114677599999999991e-01,-6.419532000000000016e-02
5.249787500000000051e+00,3.742794400000000188e+00,-3.983811999999999909e+00,1.124772400000000061e-01,8.946888100000000010e-02,-6.167284399999999750e-02
5.749787500000000051e+00,3.742794400000000188e+00,-3.983811999999999909e+00,1.045793500000000015e-01,7.426962300000000683e-02,-5.684562800000000221e-02
6.249787500000000051e+00,3.742794400000000188e+00,-3.983811999999999909e+00,9.679806999999999995e-02,6.295803899999999342e-02,-5.170933900000000000e-02
6.749787500000000051e+00,3.742794400000000188e+00,-3.983811999999999909e+00,9.017880999999999814e-02,5.420424799999999654e-02,-4.652008400000000321e-02
7.249787500000000051e+00,3.742794400000000188e+00,-3.983811999999999909e+00,8.417928199999999417e-02,4.709472499999999701e-02,-4.159204700000000005e-02
7.749787500000000051e+00,3.742794400000000188e+00,-3.983811999999999909e+00,7.881484199999999607e-02,4.106540200000000085e-02,-3.707217399999999941e-02
8.249787500000000051e+00,3.742794400000000188e+00,-3.983811999999999909e+00,7.378888100000000061e-02,3.602244699999999911e-02,-3.299341000000000079e-02
8.749787500000000051e+00,3.742794400000000188e+00,-3.983811999999999909e+00,6.924153900000000472e-02,3.176238800000000251e-02,-2.933838399999999860e-02
9.249787500000000051e+00,3.742794400000000188e+00,-3.983811999999999909e+00,6.485363099999999492e-02,2.792694800000000005e-02,-2.604147399999999848e-02
9.749787500000000051e+00,3.742794400000000188e+00,-3.983811999999999909e+00,6.086441100000000021e-02,2.465843599999999886e-02,-2.311749000000000095e-02
1.024978800000000057e+01,3.742794400000000188e+00,-3.983811999999999909e+00,5.715089300000000122e-02,2.178495899999999957e-02,-2.054558899999999952e-02
1.074978800000000057e+01,3.742794400000000188e+00,-3.983811999999999909e+00,5.373488399999999665e-02,1.930560499999999999e-02,-1.825028700000000045e-02
1.124978800000000057e+01,3.742794400000000188e+00,-3.983811999999999909e+00,5.054659799999999814e-02,1.711424400000000068e-02,-1.620207699999999876e-02
1.174978800000000057e+01,3.742794400000000188e+00,-3.983811999999999909e+00,4.755117700000000003e-02,1.511624100000000075e-02,-1.436832600000000071e-02
-1.175021199999999943e+01,4.242794400000000188e+00,-3.983811999999999909e+00,-4.738360600000000172e-02,1.720716799999999838e-02,-1.429137800000000041e-02
-1.125021199999999943e+01,4.242794400000000188e+00,-3.983811999999999909e+00,-5.025874500000000050e-02,1.945270600000000016e-02,-1.609071000000000112e-02
-1.075021199999999943e+01,4.242794400000000188e+00,-3.983811999999999909e+00,-5.329804500000000222e-02,2.194341600000000031e-02,-1.806958800000000101e-02
-1.025021199999999943e+01,4.242794400000000188e+00,-3.983811999999999909e+00,-5.656979200000000069e-02,2.475110999999999978e-02,-2.031276200000000157e-02
-9.750212499999999949e+00,4.242794400000000188e+00,-3.983811999999999909e+00,-6.006062000000000206e-02,2.797024899999999911e-02,-2.283901299999999829e-02
-9.250212499999999949e+00,4.242794400000000188e+00,-3.983811999999999909e+00,-6.372035299999999347e-02,3.162128499999999898e-02,-2.567415500000000059e-02
-8.750212499999999949e+00,4.242794400000000188e+00,-3.983811999999999909e+00,-6.760889300000000324e-02,3.582433599999999829e-02,-2.891393000000000088e-02
-8.250212499999999949e+00,4.242794400000000188e+00,-3.983811999999999909e+00,-7.164405999999999552e-02,4.057045299999999938e-02,-3.245722100000000138e-02
-7.750212499999999949e+00,4.242794400000000188e+00,-3.983811999999999909e+00,-7.577833500000000222e-02,4.612953200000000087e-02,-3.644812499999999789e-02
-7.250212499999999949e+00,4.242794400000000188e+00,-3.983811999999999909e+00,-8.008139599999999914e-02,5.254801399999999706e-02,-4.087158700000000089e-02
-6.750212499999999949e+00,4.242794400000000188e+00,-3.983811999999999909e+00,-8.437118700000000027e-02,5.984420299999999859e-02,-4.572281200000000156e-02
-6.250212499999999949e+00,4.242794400000000188e+00,-3.983811999999999909e+00,-8.861684799999999806e-02,6.838443900000000519e-02,-5.093994699999999931e-02
-5.750212499999999949e+00,4.242794400000000188e+00,-3.983811999999999909e+00,-9.278894199999999925e-02,7.867521800000000509e-02,-5.644505500000000092e-02
-5.250212499999999949e+00,4.242794400000000188e+00,-3.983811999999999909e+00,-9.681153300000000517e-02,9.060683799999999510e-02,-6.211237599999999692e-02
-4.750212499999999949e+00,4.242794400000000188e+00,-3.983811999999999909e+00,-9.973474599999999912e-02,1.054213600000000056e-01,-6.760024300000000430e-02
-4.250212499999999949e+00,4.242794400000000188e+00,-3.983811999999999909e+00,-1.011193100000000039e-01,1.236758399999999952e-01,-7.252609699999999771e-02
-3.750212499999999949e+00,4.242794400000000188e+00,-3.983811999999999909e+00,-9.736084899999999931e-02,1.455152000000000112e-01,-7.728628799999999466e-02
-3.250212499999999949e+00,4.242794400000000188e+00,-3.983811999999999909e+00,-8.682951299999999706e-02,1.681722400000000006e-01,-8.207030599999999565e-02
-2.750212499999999949e+00,4.242794400000000188e+00,-3.983811999999999909e+00,-6.584039299999999706e-02,1.845669600000000021e-01,-8.851428299999999916e-02
-2.250212499999999949e+00,4.242794400000000188e+00,-3.983811999999999909e+00,-4.535054000000000168e-02,1.894281499999999896e-01,-9.666609800000000585e-02
-1.750212499999999949e+00,4.242794400000000188e+00,-3.983811999999999909e+00,-2.738187599999999944e-02,1.878342899999999871e-01,-1.036417200000000066e-01
-1.250212499999999949e+00,4.242794400000000188e+00,-3.983811999999999909e+00,-1.268100699999999935e-02,1.839256700000000133e-01,-1.088012800000000002e-01
-7.502124999999999488e-01,4.242794400000000188e+00,-3.983811999999999909e+00,-1.100063099999999900e-03,1.789900399999999892e-01,-1.111960500000000046e-01
-2.502125000000000044e-01,4.242794400000000188e+00,-3.983811999999999909e+00,9.218990800000000096e-03,1.745876700000000004e-01,-1.118695999999999996e-01
2.497874999999999956e-01,4.242794400000000188e+00,-3.983811999999999909e+00,1.854605399999999932e-02,1.699448500000000084e-01,-1.109404900000000027e-01
7.497875000000000512e-01,4.242794400000000188e+00,-3.983811999999999909e+00,2.667470499999999994e-02,1.659689400000000092e-01,-1.088487999999999956e-01
1.249787500000000051e+00,4.242794400000000188e+00,-3.983811999999999909e+00,3.394513200000000286e-02,1.626913200000000004e-01,-1.055303799999999931e-01
1.749787500000000051e+00,4.242794400000000188e+00,-3.983811999999999909e+00,4.056013700000000305e-02,1.606206000000000023e-01,-1.010523400000000044e-01
2.249787500000000051e+00,4.242794400000000188e+00,-3.983811999999999909e+00,4.805491099999999877e-02,1.600333899999999976e-01,-9.494176499999999741e-02
2.749787500000000051e+00,4.242794400000000188e+00,-3.983811999999999909e+00,5.800117600000000151e-02,1.592381300000000055e-01,-8.759787700000000454e-02
3.249787500000000051e+00,4.242794400000000188e+00,-3.983811999999999909e+00,7.184691699999999626e-02,1.551355399999999884e-01,-7.896721399999999391e-02
3.749787500000000051e+00,4.242794400000000188e+00,-3.983811999999999909e+00,8.589703599999999606e-02,1.441892499999999910e-01,-7.147858299999999832e-02
4.249787500000000051e+00,4.242794400000000188e+00,-3.983811999999999909e+00,9.593024799999999574e-02,1.263770899999999975e-01,-6.536193199999999759e-02
4.749787500000000051e+00,4.242794400000000188e+00,-3.983811999999999909e+00,9.849569199999999580e-02,1.062318700000000060e-01,-6.121495400000000198e-02
5.249787500000000051e+00,4.242794400000000188e+00,-3.983811999999999909e+00,9.639929199999999754e-02,8.935808400000000429e-02,-5.664759099999999714e-02
5.749787500000000051e+00,4.242794400000000188e+00,-3.983811999999999909e+00,9.203112099999999351e-02,7.570377000000000356e-02,-5.203160600000000108e-02
6.249787500000000051e+00,4.242794400000000188e+00,-3.983811999999999909e+00,8.716985600000000389e-02,6.528501999999999916e-02,-4.735559200000000191e-02
6.749787500000000051e+00,4.242794400000000188e+00,-3.983811999999999909e+00,8.236655599999999355e-02,5.663037299999999774e-02,-4.273724899999999799e-02
7.249787500000000051e+00,4.242794400000000188e+00,-3.983811999999999909e+00,7.769892400000000254e-02,4.949703400000000225e-02,-3.840584300000000201e-02
7.749787500000000051e+00,4.242794400000000188e+00,-3.983811999999999909e+00,7.328349400000000458e-02,4.347221200000000313e-02,-3.439672299999999711e-02
8.249787500000000051e+00,4.242794400000000188e+00,-3.983811999999999909e+00,6.904730900000000116e-02,3.824730199999999691e-02,-3.076139099999999904e-02
8.749787500000000051e+00,4.242794400000000188e+00,-3.983811999999999909e+00,6.508934500000000678e-02,3.376284200000000124e-02,-2.748262500000000011e-02
9.249787500000000051e+00,4.242794400000000188e+00,-3.983811999999999909e+00,6.128930700000000120e-02,2.991412200000000132e-02,-2.452210200000000048e-02
9.749787500000000051e+00,4.242794400000000188e+00,-3.983811999999999909e+00,5.773217199999999827e-02,2.650620999999999880e-02,-2.188285599999999914e-02
1.024978800000000057e+01,4.242794400000000188e+00,-3.983811999999999909e+00,5.440416900000000222e-02,2.350784100000000154e-02,-1.952797499999999950e-02
1.074978800000000057e+01,4.242794400000000188e+00,-3.983811999999999909e+00,5.128122499999999973e-02,2.089829400000000129e-02,-1.742326799999999870e-02
1.124978800000000057e+01,4.242794400000000188e+00,-3.983811999999999909e+00,4.838739300000000076e-02,1.857610800000000090e-02,-1.556199699999999929e-02
1.174978800000000057e+01,4.242794400000000188e+00,-3.983811999999999909e+00,4.565750799999999943e-02,1.648197699999999835e-02,-1.386885300000000043e-02
-1.175021199999999943e+01,4.742794400000000188e+00,-3.983811999999999909e+00,-4.523475500000000149e-02,1.846694600000000144e-02,-1.371225899999999921e-02
-1.125021199999999943e+01,4.742794400000000188e+00,-3.983811999999999909e+00,-4.782066499999999831e-02,2.076499899999999926e-02,-1.538029100000000080e-02
-1.075021199999999943e+01,4.742794400000000188e+00,-3.983811999999999909e+00,-5.062953399999999687e-02,2.333328900000000011e-02,-1.721076100000000150e-02
-1.025021199999999943e+01,4.742794400000000188e+00,-3.983811999999999909e+00,-5.353050300000000011e-02,2.619566599999999940e-02,-1.924910800000000088e-02
-9.750212499999999949e+00,4.742794400000000188e+00,-3.983811999999999909e+00,-5.661398900000000345e-02,2.947547699999999993e-02,-2.155864600000000075e-02
-9.250212499999999949e+00,4.742794400000000188e+00,-3.983811999999999909e+00,-5.982670200000000243e-02,3.320253599999999777e-02,-2.410256300000000046e-02
-8.750212499999999949e+00,4.742794400000000188e+00,-3.983811999999999909e+00,-6.315373600000000198e-02,3.733624099999999918e-02,-2.695399299999999901e-02
-8.250212499999999949e+00,4.742794400000000188e+00,-3.983811999999999909e+00,-6.652539999999999842e-02,4.214463400000000026e-02,-3.014270999999999964e-02
-7.750212499999999949e+00,4.742794400000000188e+00,-3.983811999999999909e+00,-6.991490699999999836e-02,4.760277300000000100e-02,-3.364938900000000177e-02
-7.250212499999999949e+00,4.742794400000000188e+00,-3.983811999999999909e+00,-7.329562300000000419e-02,5.380455800000000233e-02,-3.748540200000000100e-02
-6.750212499999999949e+00,4.742794400000000188e+00,-3.983811999999999909e+00,-7.655254799999999804e-02,6.088143599999999711e-02,-4.167835400000000079e-02
-6.250212499999999949e+00,4.742794400000000188e+00,-3.983811999999999909e+00,-7.966374599999999362e-02,6.910584100000000118e-02,-4.618183499999999747e-02
-5.750212499999999949e+00,4.742794400000000188e+00,-3.983811999999999909e+00,-8.252393500000000659e-02,7.849085299999999932e-02,-5.106576200000000065e-02
-5.250212499999999949e+00,4.742794400000000188e+00,-3.983811999999999909e+00,-8.415528399999999687e-02,8.934313100000000618e-02,-5.583178600000000130e-02
-4.750212499999999949e+00,4.742794400000000188e+00,-3.983811999999999909e+00,-8.516848100000000421e-02,1.019688799999999979e-01,-6.069592399999999832e-02
-4.250212499999999949e+00,4.742794400000000188e+00,-3.983811999999999909e+00,-8.364254999999999607e-02,1.158435599999999982e-01,-6.551438599999999390e-02
-3.750212499999999949e+00,4.742794400000000188e+00,-3.983811999999999909e+00,-7.882398399999999972e-02,1.319337800000000005e-01,-7.045740600000000020e-02
-3.250212499999999949e+00,4.742794400000000188e+00,-3.983811999999999909e+00,-6.934507199999999372e-02,1.463013999999999981e-01,-7.528306499999999624e-02
-2.750212499999999949e+00,4.742794400000000188e+00,-3.983811999999999909e+00,-5.676139899999999711e-02,1.575204299999999891e-01,-8.017519100000000676e-02
-2.250212499999999949e+00,4.742794400000000188e+00,-3.983811999999999909e+00,-4.239568500000000240e-02,1.638569400000000065e-01,-8.518646700000000183e-02
-1.750212499999999949e+00,4.742794400000000188e+00,-3.983811999999999909e+00,-2.819311999999999860e-02,1.657568100000000044e-01,-8.992341900000000443e-02
-1.250212499999999949e+00,4.742794400000000188e+00,-3.983811999999999909e+00,-1.573510800000000112e-02,1.653076400000000057e-01,-9.314937099999999470e-02
-7.502124999999999488e-01,4.742794400000000188e+00,-3.983811999999999909e+00,-4.739166199999999586e-03,1.634629499999999958e-01,-9.492117899999999442e-02
-2.502125000000000044e-01,4.742794400000000188e+00,-3.983811999999999909e+00,5.469599700000000141e-03,1.608629199999999926e-01,-9.562540799999999508e-02
2.497874999999999956e-01,4.742794400000000188e+00,-3.983811999999999909e+00,1.472112499999999984e-02,1.576125200000000059e-01,-9.509080599999999994e-02
7.497875000000000512e-01,4.742794400000000188e+00,-3.983811999999999909e+00,2.318115899999999979e-02,1.542713900000000082e-01,-9.332178500000000432e-02
1.249787500000000051e+00,4.742794400000000188e+00,-3.983811999999999909e+00,3.094642599999999910e-02,1.511379800000000051e-01,-9.081212399999999407e-02
1.749787500000000051e+00,4.742794400000000188e+00,-3.983811999999999909e+00,3.840239699999999784e-02,1.479832799999999948e-01,-8.717726200000000536e-02
2.249787500000000051e+00,4.742794400000000188e+00,-3.983811999999999909e+00,4.626534899999999728e-02,1.451755200000000023e-01,-8.248049000000000353e-02
2.749787500000000051e+00,4.742794400000000188e+00,-3.983811999999999909e+00,5.468088399999999905e-02,1.411087099999999983e-01,-7.735186800000000418e-02
3.249787500000000051e+00,4.742794400000000188e+00,-3.983811999999999909e+00,6.435323499999999475e-02,1.352820399999999923e-01,-7.136090100000000436e-02
3.749787500000000051e+00,4.742794400000000188e+00,-3.983811999999999909e+00,7.286539699999999842e-02,1.257452099999999962e-01,-6.603930099999999470e-02
4.249787500000000051e+00,4.742794400000000188e+00,-3.983811999999999909e+00,7.971736000000000100e-02,1.132911999999999947e-01,-6.079277000000000292e-02
4.749787500000000051e+00,4.742794400000000188e+00,-3.983811999999999909e+00,8.294121899999999659e-02,9.954705799999999383e-02,-5.599442899999999834e-02
5.249787500000000051e+00,4.742794400000000188e+00,-3.983811999999999909e+00,8.289860200000000179e-02,8.657725900000000363e-02,-5.161317800000000261e-02
5.749787500000000051e+00,4.742794400000000188e+00,-3.983811999999999909e+00,8.088928500000000521e-02,7.542121400000000031e-02,-4.734087700000000343e-02
6.249787500000000051e+00,4.742794400000000188e+00,-3.983811999999999909e+00,7.806299599999999561e-02,6.584685299999999686e-02,-4.310641400000000262e-02
6.749787500000000051e+00,4.742794400000000188e+00,-3.983811999999999909e+00,7.471041400000000277e-02,5.772963200000000294e-02,-3.909268999999999938e-02
7.249787500000000051e+00,4.742794400000000188e+00,-3.983811999999999909e+00,7.121017600000000003e-02,5.088034300000000149e-02,-3.531907900000000322e-02
7.749787500000000051e+00,4.742794400000000188e+00,-3.983811999999999909e+00,6.772318500000000518e-02,4.498071199999999908e-02,-3.180975800000000048e-02
8.249787500000000051e+00,4.742794400000000188e+00,-3.983811999999999909e+00,6.425355400000000439e-02,3.983698000000000100e-02,-2.854826699999999870e-02
8.749787500000000051e+00,4.742794400000000188e+00,-3.983811999999999909e+00,6.089007500000000184e-02,3.531921999999999839e-02,-2.564712400000000031e-02
9.249787500000000051e+00,4.742794400000000188e+00,-3.983811999999999909e+00,5.761579399999999795e-02,3.140578399999999909e-02,-2.301587899999999950e-02
9.749787500000000051e+00,4.742794400000000188e+00,-3.983811999999999909e+00,5.456929700000000272e-02,2.798496199999999864e-02,-2.065346800000000121e-02
1.024978800000000057e+01,4.742794400000000188e+00,-3.983811999999999909e+00,5.156877299999999831e-02,2.489191699999999952e-02,-1.849707999999999908e-02
1.074978800000000057e+01,4.742794400000000188e+00,-3.983811999999999909e+00,4.879599400000000226e-02,2.222961400000000171e-02,-1.658762800000000009e-02
